這 裡 派 對 派 對	0.1 0.1 0.1 0.1 0.2 0.0
你 放 心 找 那 浪 漫	0.1 0.1 0.1 0.1 0.2 0.0 0.0
而 你 可 試 試 忘 記 忘 記 工 作 的 清 單	0.1 0.1 0.1 0.1 0.2 0.0 0.0 0.1 0.1 0.2 0.2 0.0 0.1 0.1
可 以 趁 早 的 落 班	0.1 0.1 0.1 0.1 0.2 0.0 0.0
多 急 件 也 別 要 辦	0.1 0.1 0.1 0.1 0.2 0.0 0.0
Ｘ 沒 一 個 極 限	0.1 0.1 0.1 0.1 0.2 0.0
這 裡 派 對 派 對	0.1 0.1 0.1 0.1 0.2 0.0
有 貴 賓 超 過 十 萬	0.1 0.1 0.1 0.1 0.2 0.0 0.0
而 各 位 遠 遠 來 到 陪 我 的 小 姐 先 生	0.1 0.1 0.1 0.1 0.2 0.0 0.0 0.1 0.1 0.2 0.2 0.0 0.1 0.1
一 起 去 數 一 二 三	0.1 0.1 0.1 0.1 0.2 0.0 0.0
展 開 今 晚 夜 燦 爛	0.1 0.1 0.1 0.1 0.2 0.0 0.0
如 情 能 自 控	0.2 0.4 0.2 0.4 0.7
就 不 會 是 痛	0.2 0.4 0.2 0.4 0.7
愛 你 也 許 方 知 道	0.2 0.4 0.2 0.4 0.7 0.2 0.7
痴 心 是 瘋	0.2 0.4 0.2 0.4
當 我 可 見 到 你	0.2 0.4 0.2 0.4 0.7 0.2
我 心 給 帶 動	0.2 0.4 0.2 0.4 0.7
當 你 失 去 蹤 影	0.2 0.4 0.2 0.4 0.7 0.2
世 間 不 再 同	0.2 0.4 0.2 0.4 0.7
只 有 孤 單 與 共	0.2 0.4 0.2 0.4 0.7 0.2
只 有 傷 感 滲 入 晚 風	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7
情 仍 然 念 記	0.2 0.4 0.2 0.4 0.7
像 不 會 逝 去	0.2 0.4 0.2 0.4 0.7
跌 進 痛 苦 思 憶 裡	0.2 0.4 0.2 0.4 0.7 0.2 0.7
反 覆 自 欺	0.2 0.4 0.2 0.4
相 信 可 以 跟 你 某 一 天 再 聚	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7 0.4 1.8 0.2
不 信 一 切 一 切 已 經 全 別 去	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7 0.4 1.8 0.2
一 再 死 心 塌 地	0.2 0.4 0.2 0.4 0.7 0.2
因 我 心 的 你 難 忘 記	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7
只 要 一 世 一 次 戀 愛	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7
請 你 給 我 可 見 未 來	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7
共 你 當 天 真 的 深 愛 過	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7 0.4
怎 捨 得 放 開	0.2 0.4 0.2 0.4 0.7
只 要 一 世 一 次 戀 愛	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7
等 某 天 重 被 愛	0.2 0.4 0.2 0.4 0.7 0.2
卻 怕 終 於 一 天 聽 你 說	0.2 0.4 0.2 0.4 0.7 0.2 0.7 0.7 0.4
當 天 不 復 再	0.2 0.4 0.2 0.4 0.7
為 何 一 雙 的 眼 睛	0.2 0.2 0.3 0.3 0.3 0.3 1.0
能 寫 出 的 句 子 多 麼 感 性	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3 0.3 0.3
為 何 婉 轉 的 笑 聲	0.2 0.2 0.3 0.3 0.3 0.3 1.0
盤 旋 空 中 天 使 都 偷 偷 傾 聽	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3 0.3 0.3 0.3
為 何 絲 絲 的 髮 端	0.2 0.2 0.3 0.3 0.3 0.3 1.0
琴 弦 一 般 掀 引 在 心 內 共 鳴	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3 0.3 0.3 0.3
為 何 風 中 的 背 影	0.2 0.2 0.3 0.3 0.3 0.3 1.0
徘 徊 心 中 千 轉 未 會 暫 停	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3 0.3 0.3
我 心 中 的 一 些 感 覺	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3
盼 能 得 你 肯 定	0.2 0.2 0.3 0.3 0.3 0.3
將 愛 情 為 你 細 說 重 頭	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3 0.3
換 你 一 個 反 應	0.2 0.2 0.3 0.3 0.3 0.3
為 了 那 一 些 的 感 覺	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3
我 人 未 會 安 靜	0.2 0.2 0.3 0.3 0.3 0.3
只 想 你 願 意 靠 近 心 中 去 聽	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3 0.3 0.3 0.3
不 想 等 心 思 結 冰	0.2 0.2 0.3 0.3 0.3 0.3 1.0
這 感 覺 不 敢 說 清	0.2 0.2 0.3 0.3 0.3 0.3 1.0
情 是 困 在 眼 睛	0.2 0.2 0.3 0.3 0.3 0.3
可 是 我 沒 法 可 傾 吐 心 聲	0.2 0.2 0.3 0.3 0.3 0.3 1.0 0.3 0.3 0.3
時 光 匆 匆 一 去 不 回 不 肯 為 誰 稍 作 停 留	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.5 0.2 1.8
只 有 留 下 片 段 回 憶	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2
讓 寂 寞 跟 我 走	0.2 0.8 0.2 0.3 0.3 0.3
曾 經 許 下 天 長 地 久 的 諾 言 緊 握 我 的 手	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.5 0.2 1.8
一 生 不 變 永 遠 等 候	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2
一 生 都 跟 我 走	0.2 0.8 0.2 0.3 0.3 0.3
到 底 一 生 漂 泊 怎 麼 才 能 擁 有	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3 0.8
停 泊 愛 情 的 港 口	0.2 0.8 0.2 0.3 0.3 0.3 0.8
經 得 風 浪 可 以 一 生 的 相 守	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3
來 渡 過 善 變 的 年 頭	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2
在 這 滾 滾 紅 塵 不 斷 尋 尋 覓 覓	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3 0.8
為 誰 而 生 的 理 由	0.2 0.8 0.2 0.3 0.3 0.3 0.8
總 是 想 起 你	0.2 0.8 0.2 0.3 0.3
每 當 一 個 人 的 時 候	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2
人 生 匆 匆 流 逝 如 風 一 生 不 響 掠 過 心 頭	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.5 0.2 1.8
只 有 留 下 你 的 容 顏	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2
讓 我 慕 然 回 首	0.2 0.8 0.2 0.3 0.3 0.3
愛 是 無 怨 無 悔 因 我 無 恨 無 痛	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3 0.8
為 你 朝 夕 的 守 候	0.2 0.8 0.2 0.3 0.3 0.3 0.8
地 老 天 荒 是 我 一 生 的 執 著	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3
縱 然 知 道 覆 水 難 收	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2
到 底 天 長 地 久 是 否 一 個 傳 說	0.2 0.8 0.2 0.3 0.3 0.3 0.8 0.2 0.3 0.3 0.3 0.8
很 多 奧  秘 在 背 後	0.2 0.8 0.2 0.3 0.3 0.3 0.8
誰 能 告 訴 我	0.2 0.8 0.2 0.3 0.3
